EmpID,FirstName,LastName,Department,JobRole,HireDate,TerminationDate,Salary,Gender,JobSatisfaction,Attrition
10728,Eve,Johnson,R&D,Director,2016-02-09,2016-12-28,77062,Female,3,Yes
10729,Charlie,Miller,R&D,Developer,2019-06-20,,86488,Female,4,No
10730,Jane,Brown,R&D,HR Rep,2019-07-05,,117134,Male,3,No
10731,John,Davis,R&D,Salesperson,2018-05-27,2020-07-18,67174,Female,4,Yes
10732,Eve,Miller,Sales,Director,2022-05-14,,121309,Female,4,No
10733,Alice,Brown,HR,Manager,2016-06-09,,88176,Male,3,No
10734,Alice,Smith, HR,Director,2022-12-14,,,Female,2,No
10735,John,Davis, HR,Salesperson,2018-12-12,,129394,F,1,No
10736,Alice,Johnson,R&D,HR Rep,2020-05-21,,122375,Female,3,No
10737,Eve,Wilson,HR,Director,2020-06-10,,138793,Male,1,No
10738,Bob,Davis,R&D,HR Rep,2020-07-07,2022-10-09,55365,M,1,Yes
10739,Alice,Davis, saLes ,Manager,2016-08-31,,122970,M,1,No
10740,Diana,Johnson, HR,Manager,2017-07-15,,114218,Female,3,No
10741,Eve,Smith,Sales,Salesperson,2017-12-25,,74505,F,4,No
10742,Frank,Brown,HR,HR Rep,2022-12-05,,68993,Female,4,No
10743,Frank,Davis, saLes ,Analyst,01/16/2016,2017-02-16,120596,M,3,Yes
10744,John,Johnson,HR,Director,2019-06-23,2023-02-21,134718,M,2,Yes
10745,Eve,Wilson,HR,Salesperson,2016-10-08,,92577,Female,4,No
10746,Diana,Miller,R&D,Salesperson,2020-12-27,,135516,Male,4,No
10747,John,Brown, saLes ,Manager,2020-04-16,,65955,Female,4,No
10748,Diana,Johnson,R&D,HR Rep,2016-02-22,,96674,M,4,No
10749,Diana,Wilson, saLes ,Developer,03/12/2019,2021-11-19,100078,M,3,Yes
10750,John,Wilson,R&D,HR Rep,2022-01-03,2025-04-22,59180,Male,1,Yes
10751,Jane,Brown,R&D,HR Rep,2018-03-25,,85215,F,3,No
10752,John,Davis,HR,Analyst,2015-09-06,,99962,M,3,No
10753,Bob,Brown,HR,Director,2021-02-11,,63168,Female,2,No
10754,Diana,Johnson,R&D,Developer,2019-09-18,,100820,Male,1,No
10755,Diana,Brown,R&D,Analyst,2020-10-24,,145509,Male,2,No
10756,Frank,Davis,Sales,Developer,2015-08-25,,144664,M,3,No
10757,Jane,Brown, HR,Developer,2015-07-29,,148832,F,1,No
10758,Bob,Johnson,R&D,Developer,2015-07-31,2016-10-05,110827,Male,3,Yes
10759,Alice,Smith,R&D,Developer,2021-10-08,,74498,F,3,No
10760,Bob,Miller, HR,Manager,2019-06-07,,139935,Male,1,No
10761,Frank,Miller, saLes ,Director,2017-01-18,,85971,M,3,No
10762,Frank,Miller,HR,Salesperson,2016-04-20,2019-05-25,146339,Male,4,Yes
10763,John,Miller,Sales,Manager,2022-12-21,,54105,F,1,No
10764,Frank,Doe, HR,Manager,01/17/2017,2018-10-11,114226,Female,2,Yes
10765,Alice,Johnson, saLes ,Director,2021-05-16,,127977,Male,3,No
10766,John,Brown,R&D,Director,2017-04-26,,93129,F,3,No
10767,John,Miller,HR,Manager,2017-10-31,,131892,M,3,No
10768,John,Smith,R&D,Analyst,2020-05-10,,141981,Male,1,No
10769,John,Doe,Sales,Salesperson,2016-03-25,,62143,F,4,No
10770,Alice,Smith,R&D,Developer,2018-12-01,,76424,M,4,No
10771,Jane,Smith,R&D,Director,2016-06-05,,49967,Female,1,No
10772,Eve,Doe, saLes ,Analyst,2021-06-11,2022-03-11,90055,F,1,Yes
10773,Charlie,Wilson, HR,Analyst,2017-10-21,,86001,M,3,No
10774,Eve,Miller, saLes ,Manager,2023-01-31,,112104,M,2,No
10775,John,Brown,HR,HR Rep,2022-09-21,,118513,Male,4,No
10776,Jane,Davis, HR,HR Rep,2021-03-08,,146220,F,1,No
10777,Diana,Davis, saLes ,Analyst,2022-12-23,2024-09-24,43186,Male,1,yes
10778,Alice,Doe,HR,Developer,2022-04-19,,122558,F,4,No
10779,Alice,Smith, HR,Director,2018-03-03,2020-05-24,44586,M,1,Yes
10780,Frank,Doe,HR,Director,2020-11-29,,56269,M,4,No
10781,Bob,Wilson,R&D,Salesperson,2020-01-23,,69070,F,1,No
10782,John,Miller,Sales,HR Rep,2020-06-20,,80131,F,4,No
10783,Jane,Wilson,R&D,HR Rep,2018-07-31,,43900,M,1,No
10784,Frank,Miller, HR,HR Rep,2016-04-29,,99626,F,4,No
10785,John,Brown, HR,Analyst,05/28/2015,2016-12-27,52198,Female,4,Yes
10786,Frank,Wilson, saLes ,Developer,2019-06-13,,127472,M,1,No
10787,Bob,Miller,R&D,Developer,2016-05-13,,80796,M,1,No
10788,Jane,Smith,Sales,Salesperson,07/16/2018,,149608,Male,4,No
10789,Diana,Wilson, saLes ,Salesperson,2020-02-16,,74359,Female,4,No
10790,Alice,Wilson,R&D,HR Rep,2016-10-29,,111786,M,1,No
10791,Eve,Miller,HR,Director,2016-04-05,2018-04-16,102905,Male,4,Yes
10792,Jane,Miller, saLes ,Salesperson,2017-04-01,,60611,Female,2,No
10793,Frank,Wilson,HR,HR Rep,2022-07-26,,116557,M,3,No
10794,Jane,Brown,HR,Analyst,2018-04-22,2019-08-27,83633,M,4,yes
10795,Diana,Johnson,R&D,HR Rep,2015-05-02,2018-02-17,41857,Male,1,Yes
10796,Jane,Brown,R&D,Director,2020-03-07,,82536,M,4,No
10797,Charlie,Johnson,R&D,Director,2019-08-19,,147393,Male,2,No
10798,John,Smith,R&D,Developer,2020-08-08,,140825,F,1,No
10799,Jane,Davis,HR,Director,2018-01-27,2020-07-23,82242,M,3,Yes
10800,Jane,Doe,Sales,Manager,2016-01-30,,123562,Female,3,No
10801,John,Davis,HR,Salesperson,2015-12-22,,68310,Male,2,No
10802,Diana,Wilson,R&D,Salesperson,2018-07-11,2021-10-18,103215,F,3,Yes
10803,Charlie,Smith,HR,Manager,2022-07-25,,145668,M,3,No
10804,Eve,Doe,R&D,Developer,2021-07-03,,91337,M,2,No
10805,Charlie,Doe, saLes ,HR Rep,2022-08-01,,,Male,3,No
10806,Eve,Smith,Sales,HR Rep,2018-05-27,,105155,Female,1,No
10807,Jane,Doe, saLes ,Salesperson,2016-12-16,2018-12-25,142842,Female,2,Yes
10808,Alice,Miller, HR,Salesperson,2020-12-25,,85570,M,2,No
10809,Diana,Johnson,Sales,Manager,2023-02-11,,130302,Male,4,No
10810,Bob,Brown,R&D,HR Rep,2019-09-28,,112303,Female,1,No
10811,Bob,Wilson, HR,Manager,2021-03-22,,103730,F,3,No
10812,Charlie,Doe,HR,Developer,2021-12-05,2022-07-04,78477,Female,1,Yes
10813,Diana,Johnson, HR,Salesperson,2016-10-15,,99714,F,1,No
10814,Frank,Doe,R&D,HR Rep,2021-07-01,,114760,Male,1,No
10815,Charlie,Doe,HR,Analyst,2021-06-05,,141142,Female,1,No
10816,Diana,Doe,R&D,HR Rep,2019-07-10,,78881,M,2,No
10817,Jane,Smith,R&D,Analyst,2018-12-22,,86171,F,1,No
10818,John,Davis, HR,Developer,01/03/2020,,84526,Female,1,yes
10819,Bob,Brown,R&D,HR Rep,2017-08-28,,100625,F,2,No
10820,Jane,Miller, HR,Developer,2022-11-22,,110498,F,3,No
10821,Bob,Wilson,Sales,Director,2019-12-09,,125115,Male,4,No
10822,Jane,Miller, saLes ,HR Rep,2021-07-27,,114815,F,1,No
10823,Charlie,Smith,R&D,Analyst,2015-02-24,,51498,F,2,No
10824,Bob,Wilson,R&D,Manager,2019-11-01,,113639,Male,1,yes
10825,John,Smith,Sales,Analyst,2021-04-15,,129366,M,2,yes
10826,Frank,Davis,R&D,Director,2021-10-05,,146509,F,2,No
10827,Alice,Wilson, saLes ,HR Rep,2016-08-12,,95610,Female,2,No
10828,John,Johnson,HR,Manager,2022-06-26,,104096,F,1,No
10829,Eve,Johnson,R&D,HR Rep,2016-11-27,,66283,M,1,No
10830,Alice,Davis,HR,Analyst,2017-01-25,2020-08-26,54648,M,2,Yes
10831,Charlie,Wilson, HR,HR Rep,2021-10-07,,64280,Female,1,No
10832,John,Brown,R&D,Manager,2017-07-09,,45661,Male,2,No
10833,Charlie,Doe, saLes ,Developer,2019-01-24,,87255,F,1,No
10834,Eve,Johnson,R&D,Director,2021-03-16,,134469,Male,3,No
10835,Alice,Smith, HR,Manager,2021-10-15,,46033,Male,1,No
10836,Diana,Miller,Sales,Salesperson,2021-02-19,,101954,Male,2,No
10837,Eve,Miller,R&D,Director,2022-02-22,,97223,Female,4,No
10838,Bob,Miller,HR,Analyst,2016-04-28,2017-08-16,72101,M,1,Yes
10839,Eve,Davis,R&D,Analyst,2021-06-03,,74027,F,1,No
10840,Eve,Johnson,Sales,Salesperson,2022-05-21,2024-02-07,93385,Female,1,Yes
10841,Jane,Smith, saLes ,Developer,03/26/2015,,124848,M,4,No
10842,Bob,Wilson, saLes ,Director,2016-12-19,,66424,F,4,No
10843,Charlie,Miller, saLes ,Analyst,2016-11-04,,91896,Female,3,No
10844,Bob,Davis, saLes ,Analyst,2020-06-22,,123836,M,4,No
10845,Alice,Wilson,HR,HR Rep,2018-04-02,,136427,F,3,No
10846,Jane,Smith,R&D,Salesperson,2021-03-22,,114486,F,3,No
10847,Diana,Smith, saLes ,Director,2015-08-09,,70128,Male,1,No
10848,Frank,Wilson,HR,HR Rep,2018-09-13,,69829,Female,1,No
10849,John,Smith,R&D,Salesperson,2022-11-01,,63475,F,1,No
10850,Alice,Johnson,HR,Director,2017-03-15,,107297,Female,3,No
10851,Alice,Wilson,HR,Director,2021-09-20,2024-12-12,47699,Male,4,Yes
10852,Frank,Doe, saLes ,Salesperson,2020-09-08,,137236,Male,1,No
10853,Alice,Wilson,R&D,Director,2018-12-10,,115534,F,4,No
10854,Charlie,Miller,HR,HR Rep,2019-11-15,,137578,Female,2,No
10855,Alice,Miller, saLes ,Analyst,2018-09-18,,82409,F,4,No
10856,John,Wilson, HR,Developer,2021-05-02,,92109,Male,4,No
10857,Bob,Smith,R&D,HR Rep,2015-01-25,,90383,Male,3,No
10858,John,Doe,R&D,Developer,2019-05-07,,91392,Female,3,No
10859,Frank,Wilson, saLes ,Director,2019-08-25,2023-08-19,,Female,4,Yes
10860,Frank,Johnson,R&D,Analyst,2018-03-15,,105096,F,4,No
10861,Diana,Doe, HR,Manager,2017-05-23,,106701,Female,1,No
10862,Diana,Davis,R&D,Director,2017-07-05,,84814,F,3,No
10863,Eve,Smith, HR,HR Rep,2020-07-20,2023-02-09,44579,M,2,Yes
10864,Bob,Johnson, saLes ,HR Rep,2015-09-14,,60439,M,1,No
10865,Jane,Johnson,R&D,Analyst,2021-03-14,,143760,Female,2,No
10866,Bob,Miller, HR,Analyst,2015-08-26,,55045,M,3,No
10867,Alice,Brown,HR,Director,2017-03-05,,49754,Female,2,No
10868,Frank,Johnson,R&D,Manager,2015-02-22,,116415,Male,2,No
10869,Alice,Miller, saLes ,HR Rep,2018-01-23,,54073,Female,1,No
10870,Charlie,Brown,HR,Salesperson,2019-07-27,,51578,M,3,No
10871,Eve,Johnson,Sales,Salesperson,2018-06-07,,102050,Female,3,No
10872,Charlie,Smith, HR,Salesperson,2020-12-06,,41163,Female,3,No
10873,Jane,Miller,HR,Director,2016-03-03,,126345,Male,4,No
10874,John,Wilson, HR,Developer,2015-05-18,,108686,Male,1,No
10875,Jane,Doe,Sales,Developer,2018-11-26,,128308,Female,2,No
10876,John,Doe,HR,Analyst,2016-10-18,2019-01-25,94443,Male,3,yes
10877,Charlie,Davis, saLes ,Salesperson,12/20/2020,,101886,M,4,No
10878,Jane,Miller,HR,Developer,2018-12-20,,57005,Female,4,No
10879,Bob,Wilson,HR,Salesperson,2020-08-09,,77672,F,4,No
10880,Alice,Wilson,R&D,Director,2019-05-14,,135169,Male,4,No
10881,Frank,Wilson, saLes ,Director,2018-04-19,,42897,F,1,No
10882,Jane,Davis, HR,HR Rep,2022-02-03,,58150,M,4,No
10883,Frank,Davis,HR,Salesperson,03/18/2020,,77373,Male,4,No
10884,Diana,Doe,R&D,Salesperson,2015-01-16,,84636,M,4,No
10885,Frank,Johnson, HR,Analyst,2020-05-20,2024-05-30,47645,F,2,Yes
10886,Jane,Johnson,HR,Salesperson,2022-04-30,,97955,M,2,No
10887,Alice,Doe, saLes ,HR Rep,2021-05-24,,131358,F,3,No
10888,Bob,Miller, HR,Director,2017-02-13,,45134,Male,2,No
10889,John,Johnson,R&D,Developer,2018-07-05,,102662,Female,2,No
10890,Jane,Wilson, HR,Developer,2020-02-05,,101563,F,1,No
10891,Charlie,Brown,R&D,Director,2017-12-30,,,Female,3,No
10892,Diana,Smith,HR,Analyst,2019-04-04,2022-03-30,69042,Female,1,Yes
10893,Alice,Brown,R&D,Developer,2017-01-08,,93224,F,4,No
10894,Alice,Smith,HR,Director,2017-02-02,,50242,Male,4,No
10895,Bob,Doe,HR,Manager,2021-05-03,,75704,M,1,No
10896,Jane,Smith, HR,Director,2018-04-16,,73200,M,1,No
10897,Bob,Davis,R&D,Manager,2021-01-28,,143187,F,4,No
10898,Jane,Smith, saLes ,Developer,01/16/2019,,57005,Male,3,No
10899,Jane,Miller,R&D,Manager,12/23/2021,2024-10-07,81591,Female,4,yes
10900,Bob,Miller, saLes ,Manager,2017-08-23,,145340,Female,3,No
10901,Frank,Doe,R&D,Analyst,2015-02-11,,55079,M,1,No
10902,Charlie,Doe,R&D,Director,2017-11-25,2021-02-08,107522,F,2,Yes
10903,Bob,Miller,R&D,Manager,2016-08-27,,41688,M,1,No
10904,Bob,Johnson,Sales,Manager,2020-06-11,,119969,F,1,No
10905,Diana,Johnson, saLes ,Director,2018-09-23,,50936,Male,2,No
10906,Eve,Wilson,R&D,HR Rep,2020-08-20,,42059,Male,2,No
10907,Frank,Johnson, saLes ,Analyst,2022-02-14,,113936,Male,2,No
10908,Bob,Smith,Sales,Developer,2020-02-13,,116871,M,1,yes
10909,John,Miller,HR,Analyst,2017-06-11,,76739,Female,4,No
10910,Bob,Johnson,R&D,Developer,2020-02-28,,83791,F,2,No
10911,Frank,Miller, HR,Analyst,2017-05-14,,135797,F,2,No
10912,Jane,Davis,HR,Analyst,2015-06-24,,47408,M,4,No
10913,Bob,Doe, HR,HR Rep,2020-04-06,,103933,Male,2,No
10914,Bob,Smith,HR,Director,02/26/2022,,106003,Female,1,No
10915,Frank,Smith, HR,Salesperson,05/14/2021,,74761,F,1,No
10916,John,Johnson,Sales,Salesperson,2021-11-30,,119399,Male,1,No
10917,Diana,Brown,R&D,Salesperson,2019-05-30,,146203,Female,4,yes
10918,Diana,Wilson, saLes ,Manager,2021-06-12,,113045,Female,4,No
10919,Bob,Doe,R&D,Developer,11/13/2022,,64840,F,4,No
10920,Charlie,Doe,R&D,Manager,2017-02-02,2020-10-08,94687,Female,1,Yes
10921,Eve,Johnson, saLes ,Analyst,2018-10-06,,113734,Female,2,No
10922,Frank,Davis, HR,Director,2015-07-08,,147088,F,1,No
10923,Bob,Brown,HR,Analyst,2017-04-14,,72038,M,1,No
10924,Alice,Brown,R&D,Salesperson,2015-10-07,,49602,Male,2,No
10925,Bob,Johnson,R&D,Developer,2017-03-13,,57522,M,4,No
10926,Jane,Brown,R&D,Salesperson,2020-10-29,2023-04-03,45152,F,2,Yes
10927,Eve,Smith,Sales,Manager,2016-01-23,,87164,Male,2,No
10928,Jane,Miller,HR,Developer,2019-10-18,,119576,F,3,No
10929,Frank,Doe, HR,Manager,2021-07-15,,77057,M,3,No
10930,Frank,Doe,Sales,HR Rep,2020-05-23,2023-07-05,113864,Female,2,Yes
10931,Bob,Miller,HR,Analyst,2019-07-09,2023-04-04,64569,M,3,Yes
10932,Bob,Doe,HR,Salesperson,2016-11-15,,,Male,3,No
10933,Alice,Johnson, HR,Director,2020-03-05,,134370,F,3,yes
10934,Alice,Davis,R&D,Analyst,2015-12-16,,66089,M,1,No
10935,Jane,Miller, HR,Salesperson,2016-09-11,2018-07-01,60583,Male,4,Yes
10936,Diana,Davis,R&D,Analyst,2020-09-02,,41355,F,3,No
10937,Diana,Davis,Sales,Analyst,2016-01-21,,56928,M,1,No
10938,Frank,Johnson,HR,Developer,2017-01-09,,80936,Female,4,No
10939,Frank,Davis,HR,Salesperson,2020-02-29,,104926,F,3,No
10940,Eve,Miller,Sales,Director,2015-07-15,,127097,M,3,No
10941,Charlie,Smith,R&D,Manager,2021-09-22,,68354,F,2,No
10942,Eve,Smith,R&D,Director,2020-10-15,,95673,F,2,No
10943,Alice,Johnson, saLes ,Manager,2020-07-29,,126547,F,1,No
10944,Alice,Miller,R&D,Manager,2016-07-10,,120183,M,1,No
10945,Charlie,Wilson,R&D,Manager,2020-04-20,,134360,M,4,No
10946,Diana,Brown, HR,Manager,12/15/2022,,121231,M,3,No
10947,Eve,Johnson,Sales,Manager,2015-12-20,,66117,Male,2,yes
10948,Charlie,Wilson, HR,Developer,2019-03-21,,83016,Male,2,yes
10949,Eve,Davis,HR,HR Rep,2017-04-29,2018-08-20,53308,Female,2,Yes
10950,Charlie,Johnson,HR,Salesperson,2015-11-07,,63183,M,4,No
10951,Charlie,Miller,R&D,Director,12/22/2022,,52827,Male,3,No
10952,Bob,Miller,R&D,Analyst,2019-10-09,,132835,Male,3,No
10953,Frank,Wilson,HR,Director,2016-09-20,,,M,4,No
10954,Frank,Johnson, HR,Director,2017-03-08,,80035,M,1,No
10955,John,Brown, HR,Director,02/28/2015,,66896,F,4,No
10956,Eve,Davis,HR,Developer,2019-07-16,,78516,Male,2,No
10957,Eve,Brown, HR,Developer,2018-02-21,,85972,F,4,No
10958,Frank,Smith,R&D,Analyst,2016-07-20,,130322,M,1,No
10959,John,Brown,Sales,Salesperson,2016-09-06,2017-05-09,111097,M,3,Yes
10960,Frank,Doe, saLes ,Salesperson,2019-12-13,,112491,M,1,No
10961,Diana,Miller,Sales,Salesperson,2017-02-03,,99088,Female,2,No
10962,Charlie,Wilson,Sales,Analyst,2022-09-24,2025-12-31,64871,F,3,Yes
10963,Charlie,Davis,Sales,Director,2022-07-15,,133537,M,4,No
10964,Diana,Davis, saLes ,Director,2021-02-14,,113062,Male,3,No
10965,Eve,Miller, HR,Developer,2015-05-31,,85012,Male,3,No
10966,Jane,Johnson,R&D,Analyst,2015-03-13,,88772,Male,1,No
10967,Alice,Wilson,HR,Analyst,2020-02-18,,142420,Male,1,No
10968,Frank,Smith,R&D,Director,2020-12-17,,123407,Male,4,No
10969,Bob,Johnson, saLes ,Director,2017-05-31,,118635,F,4,No
10970,Frank,Doe, HR,Analyst,2021-08-09,,46677,M,2,No
10971,Diana,Doe,R&D,Analyst,2020-06-03,,81979,Male,4,No
10972,Alice,Brown, HR,Developer,2019-05-15,,128018,F,1,No
10973,Eve,Smith,Sales,Director,2015-03-04,,146143,F,1,No
10974,Frank,Wilson,R&D,Analyst,2018-04-01,,65169,F,1,No
10975,Jane,Davis, HR,Analyst,2016-09-14,,143495,Female,3,No
10976,Alice,Davis,R&D,Developer,2020-10-19,,134869,F,2,yes
10977,Charlie,Davis,R&D,Director,2020-03-31,,110000,M,3,No
10978,John,Doe, saLes ,Director,2015-07-01,,141896,M,1,No
10979,Bob,Miller, saLes ,Salesperson,2021-11-03,,92483,Male,4,No
10980,Jane,Smith,R&D,Salesperson,2017-09-09,,41785,Female,1,No
10981,Alice,Smith,Sales,Analyst,2016-10-26,,71925,Male,2,No
10982,John,Smith,HR,Analyst,2017-03-24,,,Male,3,No
10983,Alice,Davis,R&D,Developer,2022-05-26,,122149,Male,1,No
10984,Bob,Brown,R&D,Director,2020-03-15,,115102,Male,2,No
10985,Charlie,Davis,R&D,Manager,2020-07-05,,135954,M,1,No
10986,Bob,Johnson,Sales,HR Rep,2016-02-18,,104441,Female,4,No
10987,Jane,Smith,Sales,HR Rep,2018-06-03,,45253,Female,3,No
10988,Charlie,Doe,HR,HR Rep,2015-05-23,,95602,M,2,No
10989,Diana,Brown,R&D,Director,2017-08-03,,78709,M,4,No
10990,Diana,Brown,R&D,Developer,2022-03-09,,119275,Male,2,No
10991,Jane,Brown,HR,Analyst,2021-01-20,,140294,Female,1,No
10992,Eve,Doe,R&D,Director,2022-12-23,,81874,Female,4,No
10993,Jane,Brown,R&D,Salesperson,2016-03-21,2019-04-19,,Male,1,Yes
10994,Frank,Miller, HR,Developer,2019-07-02,,130537,Male,1,No
10995,Alice,Brown,HR,HR Rep,2019-12-17,,136334,Female,1,No
10996,Eve,Brown,Sales,Analyst,2018-12-04,,108701,F,2,No
10997,Frank,Miller,Sales,Manager,2022-04-10,,108067,M,4,yes
10998,Diana,Johnson, HR,Developer,2020-08-13,,87399,M,2,No
10999,Eve,Wilson,R&D,Director,2017-11-28,,99888,F,4,No
11000,Diana,Smith,Sales,Salesperson,2015-09-07,,58752,Female,3,No
11001,Diana,Brown, HR,Analyst,2016-06-22,,123097,Male,2,No
11002,Frank,Wilson, HR,Developer,2022-06-19,,107461,M,2,No
11003,Bob,Smith,R&D,Salesperson,2021-10-06,,77184,Female,1,No
11004,Charlie,Miller,Sales,Analyst,2017-05-05,,114448,F,3,No
11005,Jane,Smith,HR,Director,2017-09-13,,126056,Male,4,No
11006,Charlie,Doe,R&D,Manager,2020-12-08,,96698,Female,3,No
11007,Bob,Davis, HR,Director,2015-01-14,,62283,Male,2,No
11008,Eve,Doe,R&D,Salesperson,2015-05-08,,128775,Female,4,No
11009,Frank,Doe, HR,Developer,2020-05-02,,147297,Male,2,No
11010,Eve,Smith,Sales,HR Rep,2023-02-11,,143445,F,1,No
11011,Diana,Miller,HR,Director,2019-08-08,,108125,Male,4,yes
11012,Jane,Brown, HR,Analyst,2016-09-14,,123620,M,3,No
11013,Diana,Miller,R&D,Director,2019-01-10,,127968,Male,2,No
11014,Charlie,Wilson, saLes ,HR Rep,2020-04-16,2022-06-30,133458,M,2,yes
11015,Bob,Johnson,Sales,Analyst,2015-12-05,,65016,F,1,No
11016,Jane,Brown,Sales,Developer,2022-10-23,,44719,Female,3,No
11017,Jane,Davis, HR,HR Rep,2017-02-13,,145994,Male,3,No
11018,Frank,Wilson,Sales,HR Rep,2020-10-23,,62701,Male,2,No
11019,Diana,Johnson,R&D,Manager,2019-06-25,,89912,Male,2,No
11020,Jane,Davis,Sales,Analyst,2018-04-10,,147572,M,2,No
11021,John,Davis, HR,Analyst,2021-04-29,,42842,M,1,No
11022,Jane,Brown,Sales,Developer,2022-12-19,,56284,Female,2,No
11023,Jane,Miller,Sales,Analyst,03/14/2016,,147061,M,1,No
11024,Charlie,Smith, HR,Salesperson,2020-06-28,,105322,Male,1,No
11025,Frank,Johnson,Sales,Salesperson,2017-07-23,,82847,M,1,No
11026,Frank,Johnson,Sales,Developer,2022-10-03,,138229,F,3,No
11027,Alice,Johnson,R&D,Manager,2020-08-20,,125566,M,2,No
11028,Frank,Smith, saLes ,Salesperson,2016-03-26,,119816,Female,3,No
11029,Charlie,Miller,R&D,HR Rep,2018-11-07,,61363,F,2,No
11030,Charlie,Miller,R&D,Analyst,2015-05-30,,101446,M,2,No
11031,Alice,Wilson,HR,HR Rep,2018-03-02,,103009,Male,2,No
11032,John,Wilson, HR,Analyst,2015-11-04,,42854,Female,1,No
11033,John,Smith,HR,Developer,2022-02-24,,96200,M,2,No
11034,Diana,Miller,HR,Manager,2021-04-09,,138694,Female,2,No
11035,Diana,Miller,R&D,HR Rep,2022-05-04,,,F,3,yes
11036,Jane,Smith,R&D,Developer,2015-09-24,,109244,F,4,No
11037,Charlie,Miller,R&D,Director,2016-06-27,,68030,Male,3,No
11038,Eve,Johnson, HR,Manager,07/30/2022,,103240,F,4,No
11039,Jane,Smith,Sales,Salesperson,10/09/2020,,72036,Female,1,No
11040,Charlie,Doe,R&D,HR Rep,2019-05-28,,101570,Female,3,No
11041,Diana,Doe,R&D,Director,2016-08-26,,131642,Male,3,No
11042,Jane,Miller,R&D,Analyst,2019-03-28,,137889,Female,3,No
11043,Eve,Doe, saLes ,Salesperson,2018-06-23,,76435,Male,1,No
11044,John,Johnson, saLes ,Developer,2016-11-17,,147129,F,2,No
11045,Eve,Smith,R&D,Salesperson,2021-01-20,,43928,F,1,No
11046,Alice,Miller,R&D,Salesperson,2020-07-01,,69451,M,2,No
11047,Alice,Miller, saLes ,Developer,2015-06-03,,77849,M,3,No
11048,John,Doe, saLes ,Analyst,2019-11-24,,71327,Female,4,yes
11049,Eve,Davis,R&D,Developer,2017-05-31,,125689,Male,2,No
11050,Bob,Smith,Sales,Developer,2018-06-15,,48561,Male,2,No
11051,Diana,Doe,HR,Analyst,2019-06-06,,113738,Male,2,No
11052,Diana,Smith, HR,Director,2021-02-13,,85636,F,1,No
11053,Jane,Doe,HR,Developer,2019-10-15,,89978,M,2,No
11054,Bob,Brown,R&D,Manager,2021-07-03,,127995,F,3,No
11055,John,Smith,HR,HR Rep,2017-06-05,,119998,F,1,No
11056,Alice,Johnson, HR,Analyst,2017-06-07,2019-11-11,128746,M,2,Yes
11057,John,Wilson,Sales,Manager,2019-03-09,2021-04-25,94240,Male,4,Yes
11058,Charlie,Brown, HR,Developer,2018-10-12,,66947,M,4,No
11059,John,Wilson,Sales,Analyst,2023-01-06,,40693,M,3,No
11060,Jane,Wilson,R&D,Director,2018-05-27,,51083,Female,1,No
11061,Bob,Johnson,HR,Developer,2019-11-23,,113935,Male,1,No
11062,Jane,Smith, saLes ,Manager,2020-10-18,,42250,F,1,No
11063,Charlie,Johnson,Sales,HR Rep,2019-06-25,,91931,Male,4,No
11064,Charlie,Doe,R&D,Director,2022-06-27,2025-10-03,56375,M,1,Yes
11065,Jane,Brown,HR,Director,2017-12-11,,125356,M,4,No
11066,Charlie,Brown,R&D,HR Rep,2016-03-28,,139736,M,3,No
11067,Diana,Smith, saLes ,Developer,2019-06-12,,133514,Male,4,yes
11068,John,Davis,R&D,Director,2018-10-24,,133219,Male,4,No
11069,Charlie,Smith,R&D,Developer,2020-04-04,2021-07-17,43934,Female,2,Yes
11070,Diana,Doe, HR,Developer,2019-06-11,,101972,Female,1,No
11071,Diana,Smith, saLes ,HR Rep,2016-07-26,,78591,Female,4,No
11072,Alice,Johnson, HR,Manager,2017-07-15,,69128,Female,2,No
11073,Frank,Doe, saLes ,HR Rep,2018-10-21,,53979,M,3,No
11074,Charlie,Wilson,HR,HR Rep,2022-09-12,,60142,Male,4,yes
11075,Diana,Johnson,R&D,Analyst,2015-08-16,,116594,M,4,No
11076,Eve,Brown, saLes ,HR Rep,2022-03-08,,96405,F,3,No
11077,Eve,Doe,R&D,Salesperson,2019-11-30,,88353,Male,1,No
11078,Frank,Johnson,R&D,Salesperson,10/11/2019,,93444,M,4,No
11079,Charlie,Davis,Sales,HR Rep,2020-04-21,,48590,F,3,No
11080,Bob,Johnson,R&D,Developer,2017-03-07,,66513,M,4,No
11081,Eve,Miller,HR,Developer,2018-01-19,,40244,F,1,No
11082,Bob,Davis,R&D,Manager,2015-04-21,,99988,Male,1,No
11083,Diana,Wilson, HR,HR Rep,2015-11-09,,120542,M,4,No
11084,Diana,Smith, HR,HR Rep,2020-06-15,,70640,M,4,yes
11085,Charlie,Davis,Sales,HR Rep,2019-08-15,,130385,F,3,No
11086,John,Brown,R&D,Analyst,2022-07-29,,148302,Female,2,No
11087,Diana,Miller, saLes ,Analyst,10/11/2018,,91831,F,2,No
11088,Diana,Davis,R&D,Director,2019-03-22,,86739,M,3,yes
11089,Charlie,Wilson,R&D,Developer,2022-07-16,,144260,Female,1,No
11090,Alice,Johnson,R&D,Developer,2015-10-07,,53776,Male,4,No
11091,Eve,Wilson,R&D,Developer,2020-08-28,,144080,Female,4,No
11092,Jane,Davis,Sales,Manager,2021-03-16,2023-11-04,79447,M,2,Yes
11093,John,Doe,HR,Developer,2016-03-24,,129610,M,2,No
